"Invoice","item"
5031,"pastry"
5033,"onions"
5034,"curd"
5035,"oil"
5037,"whipped/sour cream"
5039,"canned beer"
5040,"shopping bags"
5041,"bottled beer"
5043,"condensed milk"
5044,"bottled beer"
5046,"pet care"
5059,"detergent"
5063,"whole milk"
5064,"coffee"
5065,"long life bakery product"
5067,"soft cheese"
5068,"shopping bags"
5069,"butter"
5070,"spices"
5071,"UHT-milk"
5072,"napkins"
5076,"white bread"
5084,"yogurt"
5086,"canned beer"
5087,"UHT-milk"
5088,"bottled beer"
5091,"spread cheese"
5092,"house keeping products"
5093,"whole milk"
5094,"white bread"
5095,"fruit/vegetable juice"
5097,"cocoa drinks"
5098,"chocolate"
5099,"whole milk"
5100,"frozen potato products"
5102,"specialty chocolate"
5106,"rice"
5108,"dessert"
5109,"soda"
5111,"pastry"
5112,"dog food"
5114,"pip fruit"
5115,"processed cheese"
5116,"pickled vegetables"
5117,"long life bakery product"
5119,"rolls/buns"
5120,"specialty bar"
5123,"salty snack"
5128,"pastry"
5129,"candy"
5131,"coffee"
5133,"newspapers"
5136,"specialty bar"
5141,"salt"
5145,"tropical fruit"
5146,"shopping bags"
5149,"sliced cheese"
5150,"canned beer"
5152,"butter"
5153,"waffles"
5159,"margarine"
5166,"pudding powder"
5167,"specialty bar"
5169,"yogurt"
5170,"shopping bags"
5171,"chewing gum"
5173,"frozen fish"
5174,"shopping bags"
5180,"whipped/sour cream"
5181,"bottled beer"
5182,"house keeping products"
5187,"whole milk"
5190,"soda"
5194,"yogurt"
5195,"pet care"
5196,"dental care"
5199,"canned beer"
5202,"dish cleaner"
5205,"coffee"
5206,"white bread"
5208,"fruit/vegetable juice"
5212,"citrus fruit"
5213,"dessert"
5214,"canned fruit"
5216,"soda"
5217,"soda"
5219,"long life bakery product"
5221,"rolls/buns"
5224,"liquor (appetizer)"
5226,"dessert"
5227,"rolls/buns"
5231,"dishes"
5232,"shopping bags"
5233,"hard cheese"
5239,"whipped/sour cream"
5241,"specialty bar"
5243,"white bread"
5245,"rolls/buns"
5246,"misc. beverages"
5248,"chewing gum"
5249,"white bread"
5250,"soda"
5252,"chocolate"
5257,"whole milk"
5258,"toilet cleaner"
5261,"white wine"
5263,"soda"
5265,"onions"
5266,"semi-finished bread"
5267,"coffee"
5271,"candy"
5272,"yogurt"
5273,"chocolate"
5276,"sliced cheese"
5277,"shopping bags"
5283,"domestic eggs"
5284,"coffee"
5285,"specialty bar"
5286,"shopping bags"
5287,"butter milk"
5288,"baby cosmetics"
5290,"salty snack"
5291,"rolls/buns"
5296,"frozen potato products"
5298,"specialty chocolate"
5299,"pip fruit"
5300,"yogurt"
5301,"oil"
5302,"shopping bags"
5304,"yogurt"
5308,"long life bakery product"
5310,"dessert"
5311,"frozen vegetables"
5312,"cat food"
5313,"seasonal products"
5318,"bottled water"
5320,"rolls/buns"
5322,"soda"
5324,"frozen vegetables"
5331,"whole milk"
5332,"vinegar"
5334,"soda"
5337,"bottled water"
5338,"whipped/sour cream"
5342,"rolls/buns"
5345,"napkins"
5346,"domestic eggs"
5353,"canned beer"
5360,"frozen fish"
5361,"shopping bags"
5363,"cream cheese"
5366,"mustard"
5370,"tropical fruit"
5372,"detergent"
5376,"white bread"
5379,"frozen meals"
5381,"misc. beverages"
5384,"yogurt"
5385,"photo/film"
5388,"sliced cheese"
5389,"shopping bags"
5390,"red/blush wine"
5391,"domestic eggs"
5395,"kitchen towels"
5400,"salt"
5401,"misc. beverages"
5404,"newspapers"
5405,"yogurt"
5406,"brown bread"
5407,"red/blush wine"
5410,"soft cheese"
5411,"fruit/vegetable juice"
5413,"pastry"
5415,"rolls/buns"
5420,"specialty bar"
5424,"canned fish"
5429,"bottled water"
5431,"chewing gum"
5435,"coffee"
5436,"domestic eggs"
5439,"salty snack"
5442,"curd"
5443,"white bread"
5444,"sugar"
5450,"domestic eggs"
5451,"soda"
5453,"whole milk"
5454,"napkins"
5460,"yogurt"
5461,"frozen fish"
5462,"pasta"
5463,"cake bar"
5465,"grapes"
5466,"dessert"
5467,"coffee"
5470,"root vegetables"
5472,"fruit/vegetable juice"
5475,"curd"
5477,"pip fruit"
5479,"cream cheese"
5480,"flour"
5481,"bottled beer"
5483,"butter"
5485,"detergent"
5490,"canned vegetables"
5495,"pasta"
5503,"domestic eggs"
5504,"ice cream"
5506,"pastry"
5510,"domestic eggs"
5517,"pickled vegetables"
5519,"pastry"
5521,"salty snack"
5526,"salty snack"
5528,"coffee"
5529,"pastry"
5530,"specialty bar"
5532,"pickled vegetables"
5535,"jam"
5537,"white wine"
5540,"shopping bags"
5543,"whisky"
5544,"chocolate marshmallow"
5546,"beef"
5547,"processed cheese"
5548,"semi-finished bread"
5551,"whole milk"
5552,"shopping bags"
5567,"candy"
5568,"herbs"
5569,"rolls/buns"
5571,"fruit/vegetable juice"
5578,"cream cheese"
5579,"chewing gum"
5583,"frozen vegetables"
5584,"canned beer"
5586,"sugar"
5587,"chocolate"
5590,"whole milk"
5591,"roll products"
5592,"waffles"
5593,"shopping bags"
5594,"root vegetables"
5595,"pet care"
5598,"sliced cheese"
5600,"frozen vegetables"
5603,"processed cheese"
5604,"specialty vegetables"
5605,"hygiene articles"
5606,"rolls/buns"
5611,"shopping bags"
5614,"root vegetables"
5618,"specialty fat"
5620,"pastry"
5622,"waffles"
5624,"brown bread"
5626,"whole milk"
5627,"canned beer"
5628,"vinegar"
5632,"napkins"
5635,"flour"
5638,"rolls/buns"
5642,"root vegetables"
5643,"spread cheese"
5646,"napkins"
5647,"rolls/buns"
5648,"flower (seeds)"
5650,"red/blush wine"
5652,"soda"
5656,"rolls/buns"
5658,"specialty cheese"
5659,"rolls/buns"
5660,"waffles"
5662,"white wine"
5667,"newspapers"
5671,"yogurt"
5672,"soda"
5674,"bottled beer"
5675,"soda"
5677,"brown bread"
5679,"candles"
5689,"white bread"
5690,"napkins"
5696,"skin care"
5700,"rolls/buns"
5701,"fruit/vegetable juice"
5702,"specialty bar"
5706,"tropical fruit"
5707,"whole milk"
5708,"soft cheese"
5709,"semi-finished bread"
5711,"rolls/buns"
5712,"brown bread"
5713,"condensed milk"
5715,"brown bread"
5717,"pip fruit"
5718,"whole milk"
5719,"frozen dessert"
5721,"canned beer"
5723,"rolls/buns"
5724,"bottled water"
5727,"red/blush wine"
5729,"whipped/sour cream"
5730,"bathroom cleaner"
5736,"salt"
5738,"bottled water"
5740,"whole milk"
5741,"long life bakery product"
5744,"yogurt"
5745,"female sanitary products"
5749,"red/blush wine"
5750,"rolls/buns"
5751,"detergent"
5753,"curd"
5755,"beverages"
5757,"root vegetables"
5758,"canned beer"
5765,"white bread"
5767,"salt"
5769,"brown bread"
5771,"soda"
5773,"red/blush wine"
5776,"rolls/buns"
5777,"salty snack"
5780,"soda"
5786,"dessert"
5789,"curd"
5790,"salty snack"
5793,"frozen dessert"
5799,"whipped/sour cream"
5800,"softener"
5801,"rolls/buns"
5804,"soda"
5807,"butter milk"
5808,"soda"
5810,"snack products"
5818,"whole milk"
5819,"waffles"
5821,"domestic eggs"
5823,"UHT-milk"
5824,"pickled vegetables"
5826,"root vegetables"
5827,"newspapers"
5830,"rolls/buns"
5834,"rolls/buns"
5837,"soda"
5838,"female sanitary products"
5840,"whole milk"
5841,"curd cheese"
5843,"whipped/sour cream"
5844,"cling film/bags"
5847,"white bread"
5849,"napkins"
5851,"domestic eggs"
5854,"domestic eggs"
5857,"shopping bags"
5858,"bottled water"
5859,"chocolate"
5866,"fruit/vegetable juice"
5869,"white wine"
5872,"yogurt"
5873,"pickled vegetables"
5876,"candy"
5880,"beverages"
5881,"mustard"
5884,"soups"
5890,"frozen dessert"
5892,"brown bread"
5893,"pet care"
5894,"newspapers"
5897,"shopping bags"
5901,"specialty cheese"
5902,"rolls/buns"
5907,"fruit/vegetable juice"
5909,"sugar"
5916,"margarine"
5920,"whole milk"
5921,"canned vegetables"
5926,"shopping bags"
5927,"dessert"
5931,"pip fruit"
5932,"long life bakery product"
5935,"brown bread"
5936,"fruit/vegetable juice"
5939,"seasonal products"
5946,"snack products"
5948,"canned beer"
5950,"shopping bags"
5951,"soda"
5956,"coffee"
5958,"canned beer"
5965,"butter"
5966,"frozen meals"
5967,"chocolate"
5970,"roll products"
5974,"specialty cheese"
5976,"frozen vegetables"
5980,"UHT-milk"
5981,"pasta"
5982,"pickled vegetables"
5986,"rolls/buns"
5990,"soda"
5993,"shopping bags"
5997,"yogurt"
5998,"semi-finished bread"
6000,"spread cheese"
6002,"soft cheese"
6003,"fruit/vegetable juice"
6013,"rolls/buns"
6016,"whole milk"
6018,"bottled beer"
6023,"pip fruit"
6024,"frozen meals"
6025,"sweet spreads"
6026,"specialty bar"
6028,"whole milk"
6029,"fruit/vegetable juice"
6031,"dishes"
6032,"margarine"
6034,"bottled water"
6037,"pip fruit"
6038,"whole milk"
6040,"bottled beer"
6043,"whole milk"
6044,"pastry"
6045,"soda"
6046,"hygiene articles"
6048,"citrus fruit"
6049,"yogurt"
6050,"rolls/buns"
6053,"chewing gum"
6054,"bottled water"
6057,"rolls/buns"
6058,"canned fish"
6060,"curd"
6061,"rolls/buns"
6062,"candy"
6064,"whole milk"
6068,"cream cheese"
6069,"napkins"
6072,"popcorn"
6076,"dog food"
6077,"potted plants"
6078,"whipped/sour cream"
6081,"root vegetables"
6083,"beef"
6084,"frozen potato products"
6085,"sugar"
6087,"sliced cheese"
6090,"beef"
6091,"bottled water"
6093,"roll products"
6094,"napkins"
6096,"spread cheese"
6099,"domestic eggs"
6101,"whole milk"
6104,"whipped/sour cream"
6106,"frozen vegetables"
6107,"cat food"
6116,"potted plants"
6117,"rolls/buns"
6120,"bottled water"
6122,"whole milk"
6123,"mustard"
6126,"yogurt"
6127,"domestic eggs"
6128,"red/blush wine"
6130,"flower (seeds)"
6131,"frozen vegetables"
6132,"napkins"
6137,"mayonnaise"
6138,"fruit/vegetable juice"
6141,"white bread"
6142,"cake bar"
6147,"brown bread"
6149,"frozen vegetables"
6150,"long life bakery product"
6153,"whipped/sour cream"
6155,"butter milk"
6156,"cat food"
6158,"pickled vegetables"
6160,"shopping bags"
6161,"frozen potato products"
6163,"UHT-milk"
6164,"dish cleaner"
6167,"white bread"
6169,"margarine"
6172,"spread cheese"
6176,"cream cheese"
6177,"seasonal products"
6180,"root vegetables"
6181,"butter"
6182,"bottled water"
6184,"domestic eggs"
6185,"zwieback"
6186,"coffee"
6187,"waffles"
6189,"yogurt"
6190,"potato products"
6191,"candy"
6194,"frozen dessert"
6195,"sugar"
6196,"cling film/bags"
6202,"soda"
6205,"processed cheese"
6206,"misc. beverages"
6208,"bottled water"
6210,"soda"
6212,"mustard"
6215,"rolls/buns"
6217,"bottled beer"
6221,"bottled water"
6224,"whole milk"
6225,"domestic eggs"
6226,"baking powder"
6228,"curd"
6231,"bathroom cleaner"
6233,"margarine"
6239,"whipped/sour cream"
6240,"pastry"
6243,"domestic eggs"
6246,"whipped/sour cream"
6251,"whole milk"
6252,"fruit/vegetable juice"
6254,"sugar"
6255,"frozen meals"
6256,"seasonal products"
6257,"shopping bags"
6259,"napkins"
6263,"pip fruit"
6264,"potato products"
6265,"candy"
6268,"fruit/vegetable juice"
6275,"rolls/buns"
6276,"brandy"
6284,"curd"
6287,"ice cream"
6288,"soda"
6290,"whole milk"
6291,"Instant food products"
6295,"sliced cheese"
6296,"domestic eggs"
6300,"misc. beverages"
6302,"soda"
6308,"UHT-milk"
6309,"misc. beverages"
6312,"butter"
6313,"coffee"
6315,"whipped/sour cream"
6318,"napkins"
6322,"hard cheese"
6324,"newspapers"
6325,"cream cheese"
6326,"margarine"
6329,"curd"
6330,"rolls/buns"
6331,"soda"
6333,"Instant food products"
6335,"canned beer"
6336,"yogurt"
6339,"spread cheese"
6340,"baking powder"
6341,"decalcifier"
6343,"beverages"
6347,"yogurt"
6348,"coffee"
6352,"domestic eggs"
6354,"newspapers"
6355,"hard cheese"
6357,"canned beer"
6359,"specialty bar"
6362,"curd"
6363,"pickled vegetables"
6364,"chocolate"
6366,"butter"
6368,"yogurt"
6369,"instant coffee"
6370,"newspapers"
6376,"dog food"
6378,"pastry"
6381,"dental care"
6383,"soda"
6385,"yogurt"
6386,"waffles"
6390,"citrus fruit"
6391,"sugar"
6392,"house keeping products"
6394,"rolls/buns"
6396,"sliced cheese"
6398,"yogurt"
6400,"soda"
6401,"chewing gum"
6406,"whole milk"
6408,"butter"
6409,"rolls/buns"
6414,"margarine"
6419,"hamburger meat"
6420,"curd"
6421,"UHT-milk"
6422,"margarine"
6423,"salty snack"
6427,"frozen meals"
6429,"vinegar"
6431,"bottled beer"
6433,"shopping bags"
6434,"baking powder"
6436,"yogurt"
6437,"newspapers"
6439,"coffee"
6442,"rolls/buns"
6446,"curd"
6447,"sugar"
6449,"yogurt"
6450,"pastry"
6451,"cake bar"
6453,"pastry"
6454,"salty snack"
6457,"newspapers"
6458,"yogurt"
6459,"potted plants"
6460,"rice"
6462,"beverages"
6463,"bottled beer"
6466,"cat food"
6467,"newspapers"
6468,"cocoa drinks"
6471,"candy"
6476,"long life bakery product"
6477,"shopping bags"
6480,"whole milk"
6481,"brown bread"
6482,"specialty chocolate"
6484,"soda"
6485,"newspapers"
6486,"canned beer"
6487,"bottled beer"
6489,"tropical fruit"
6490,"napkins"
6493,"toilet cleaner"
6494,"whole milk"
6495,"bottled water"
6502,"bottled beer"
6503,"fruit/vegetable juice"
6504,"cat food"
6505,"white wine"
6507,"rolls/buns"
6508,"bottled beer"
6510,"rolls/buns"
6512,"onions"
6513,"newspapers"
6515,"frozen vegetables"
6517,"citrus fruit"
6518,"herbs"
6519,"beverages"
6520,"pasta"
6524,"sliced cheese"
6525,"long life bakery product"
6527,"frozen fruits"
6528,"dog food"
6529,"shopping bags"
6531,"yogurt"
6532,"soda"
6533,"yogurt"
6536,"domestic eggs"
6537,"napkins"
6539,"chewing gum"
6542,"root vegetables"
6544,"UHT-milk"
6545,"mustard"
6547,"domestic eggs"
6548,"chocolate"
6549,"domestic eggs"
6550,"softener"
6553,"candy"
6555,"cream cheese"
6556,"bottled water"
6558,"beef"
6560,"cat food"
6562,"canned beer"
6565,"cat food"
6567,"margarine"
6570,"canned beer"
6572,"ketchup"
6576,"beef"
6577,"whole milk"
6578,"margarine"
6579,"soups"
6580,"bottled beer"
6582,"seasonal products"
6584,"cream cheese"
6585,"seasonal products"
6587,"baking powder"
6595,"dog food"
6600,"sliced cheese"
6601,"semi-finished bread"
6602,"napkins"
6604,"root vegetables"
6605,"spices"
6606,"popcorn"
6609,"ice cream"
6610,"pastry"
6613,"rolls/buns"
6616,"sweet spreads"
6617,"shopping bags"
6618,"whole milk"
6619,"yogurt"
6620,"oil"
6621,"long life bakery product"
6623,"syrup"
6626,"chicken"
6627,"whipped/sour cream"
6628,"fruit/vegetable juice"
6632,"flour"
6634,"whipped/sour cream"
6637,"butter milk"
6638,"shopping bags"
6639,"whipped/sour cream"
6645,"mustard"
6648,"whole milk"
6649,"cooking chocolate"
6651,"citrus fruit"
6652,"butter"
6653,"roll products"
6654,"canned vegetables"
6655,"potted plants"
6657,"butter"
6658,"bottled beer"
6660,"dessert"
6661,"newspapers"
6662,"UHT-milk"
6663,"fruit/vegetable juice"
6665,"whole milk"
6666,"domestic eggs"
6668,"whole milk"
6671,"hard cheese"
6672,"sugar"
6673,"canned beer"
6675,"hygiene articles"
6676,"waffles"
6678,"chocolate marshmallow"
6680,"long life bakery product"
6682,"candy"
6683,"berries"
6684,"cream cheese"
6685,"soda"
6687,"root vegetables"
6688,"bottled beer"
6689,"bottled beer"
6691,"shopping bags"
6693,"bottled water"
6694,"napkins"
6696,"salty snack"
6700,"chocolate"
6701,"whole milk"
6702,"oil"
6704,"soda"
6707,"soda"
6709,"whole milk"
6710,"waffles"
6713,"fruit/vegetable juice"
6718,"brown bread"
6720,"cat food"
6721,"shopping bags"
6723,"canned beer"
6724,"jam"
6725,"newspapers"
6727,"shopping bags"
6728,"specialty bar"
6729,"shopping bags"
6733,"butter milk"
6735,"skin care"
6736,"butter"
6742,"white bread"
6743,"napkins"
6745,"dessert"
6746,"processed cheese"
6747,"napkins"
6748,"whipped/sour cream"
6749,"chocolate"
6752,"fruit/vegetable juice"
6755,"chocolate"
6757,"domestic eggs"
6759,"white wine"
6762,"yogurt"
6765,"specialty bar"
6768,"dessert"
6770,"yogurt"
6771,"hygiene articles"
6772,"soda"
6776,"whole milk"
6777,"baking powder"
6781,"pastry"
6782,"soda"
6784,"cleaner"
6786,"yogurt"
6787,"coffee"
6789,"yogurt"
6790,"fruit/vegetable juice"
6791,"napkins"
6795,"light bulbs"
6797,"newspapers"
6800,"margarine"
6802,"rolls/buns"
6803,"specialty chocolate"
6805,"bottled beer"
6806,"curd cheese"
6807,"pastry"
6809,"potted plants"
6810,"whole milk"
6811,"margarine"
6814,"canned beer"
6815,"yogurt"
6816,"napkins"
6819,"pip fruit"
6820,"butter"
6821,"cream cheese"
6826,"bottled beer"
6829,"pastry"
6831,"beef"
6832,"mayonnaise"
6834,"UHT-milk"
6835,"newspapers"
6840,"onions"
6841,"curd cheese"
6842,"candy"
6844,"butter"
6850,"whole milk"
6852,"whole milk"
6853,"newspapers"
6857,"pastry"
6860,"specialty cheese"
6861,"newspapers"
6862,"rolls/buns"
6864,"misc. beverages"
6866,"newspapers"
6867,"coffee"
6871,"onions"
6872,"dessert"
6875,"cream cheese"
6876,"soda"
6883,"whole milk"
6885,"tropical fruit"
6886,"whole milk"
6887,"specialty cheese"
6889,"root vegetables"
6892,"semi-finished bread"
6893,"long life bakery product"
6895,"newspapers"
6897,"whole milk"
6898,"margarine"
6899,"newspapers"
6900,"whipped/sour cream"
6902,"rolls/buns"
6905,"frozen meals"
6908,"pastry"
6912,"pastry"
6913,"tidbits"
6914,"soda"
6915,"whole milk"
6916,"zwieback"
6919,"whole milk"
6920,"brown bread"
6923,"butter"
6924,"rolls/buns"
6925,"napkins"
6928,"bottled beer"
6930,"canned vegetables"
6932,"salty snack"
6934,"butter"
6935,"candy"
6936,"root vegetables"
6937,"whipped/sour cream"
6941,"rice"
6943,"flower soil/fertilizer"
6944,"yogurt"
6945,"instant coffee"
6947,"processed cheese"
6948,"margarine"
6949,"hygiene articles"
6950,"shopping bags"
6952,"newspapers"
6953,"whole milk"
6954,"canned vegetables"
6956,"bottled beer"
6957,"whole milk"
6958,"dishes"
6959,"margarine"
6963,"pasta"
6964,"bottled water"
6967,"hard cheese"
6969,"root vegetables"
6970,"whole milk"
6971,"rolls/buns"
6972,"bottled water"
6975,"domestic eggs"
6976,"liqueur"
6977,"pip fruit"
6978,"whole milk"
6979,"flour"
6980,"soda"
6981,"newspapers"
6985,"pudding powder"
6988,"nut snack"
6990,"yogurt"
6994,"semi-finished bread"
6995,"long life bakery product"
6996,"pip fruit"
6997,"hygiene articles"
6999,"beef"
7000,"onions"
7001,"whipped/sour cream"
7002,"frozen potato products"
7003,"salt"
7004,"coffee"
7006,"coffee"
7007,"newspapers"
7008,"whipped/sour cream"
7010,"berries"
7012,"pastry"
7014,"pastry"
7015,"newspapers"
7019,"pastry"
7020,"hygiene articles"
7022,"specialty chocolate"
7026,"newspapers"
7027,"whipped/sour cream"
7029,"whipped/sour cream"
7030,"coffee"
7034,"fruit/vegetable juice"
7036,"whole milk"
7037,"white bread"
7038,"sweet spreads"
7039,"bottled beer"
7040,"candy"
7042,"condensed milk"
7043,"sweet spreads"
7045,"sliced cheese"
7048,"Instant food products"
7050,"rolls/buns"
7052,"dessert"
7053,"sliced cheese"
7054,"soda"
7055,"chocolate"
7057,"white bread"
7059,"whole milk"
7060,"soda"
7062,"canned beer"
7064,"hard cheese"
7065,"popcorn"
7068,"soda"
7069,"whole milk"
7075,"mustard"
7077,"ice cream"
7078,"sugar"
7085,"brown bread"
7090,"whole milk"
7092,"syrup"
7095,"whole milk"
7101,"newspapers"
7102,"rolls/buns"
7106,"sweet spreads"
7109,"fruit/vegetable juice"
7112,"dessert"
7113,"bottled water"
7114,"shopping bags"
7115,"bottled water"
7117,"whole milk"
7118,"newspapers"
7124,"soda"
7129,"UHT-milk"
7130,"soda"
7132,"whole milk"
7133,"soda"
7134,"dishes"
7136,"sugar"
7140,"bottled beer"
7144,"cereals"
7146,"newspapers"
7148,"rolls/buns"
7149,"waffles"
7151,"berries"
7152,"whipped/sour cream"
7153,"cake bar"
7155,"frozen meals"
7157,"root vegetables"
7158,"yogurt"
7159,"fruit/vegetable juice"
7161,"ice cream"
7162,"fruit/vegetable juice"
7164,"whole milk"
7165,"rolls/buns"
7166,"newspapers"
7167,"whole milk"
7168,"bottled water"
7170,"condensed milk"
7171,"cocoa drinks"
7176,"frozen vegetables"
7178,"fruit/vegetable juice"
7180,"prosecco"
7186,"domestic eggs"
7187,"cleaner"
7190,"fruit/vegetable juice"
7192,"semi-finished bread"
7195,"butter"
7196,"softener"
7197,"house keeping products"
7199,"root vegetables"
7200,"white bread"
7201,"cocoa drinks"
7203,"butter milk"
7204,"frozen chicken"
7206,"misc. beverages"
7208,"ice cream"
7212,"canned beer"
7215,"soda"
7217,"whipped/sour cream"
7218,"dishes"
7220,"salt"
7221,"salty snack"
7222,"whole milk"
7223,"detergent"
7227,"newspapers"
7230,"domestic eggs"
7231,"hygiene articles"
7234,"processed cheese"
7235,"coffee"
7237,"Instant food products"
7242,"frozen vegetables"
7245,"ice cream"
7247,"butter"
7248,"processed cheese"
7249,"soda"
7253,"whipped/sour cream"
7254,"bottled beer"
7258,"margarine"
7263,"whole milk"
7264,"softener"
7270,"salty snack"
7276,"Instant food products"
7277,"red/blush wine"
7280,"processed cheese"
7281,"instant coffee"
7282,"salty snack"
7288,"grapes"
7289,"whole milk"
7290,"potato products"
7291,"shopping bags"
7294,"chocolate"
7297,"soda"
7303,"bottled water"
7307,"soda"
7311,"yogurt"
7312,"shopping bags"
7314,"brown bread"
7315,"candy"
7317,"spread cheese"
7318,"specialty bar"
7319,"bottled water"
7322,"whole milk"
7323,"napkins"
7328,"pastry"
7329,"specialty bar"
7331,"UHT-milk"
7333,"newspapers"
7335,"canned fish"
7337,"butter"
7338,"canned beer"
7340,"yogurt"
7341,"ice cream"
7342,"shopping bags"
7345,"soda"
7347,"rolls/buns"
7349,"coffee"
7352,"butter milk"
7355,"pip fruit"
7358,"beverages"
7363,"grapes"
7364,"pastry"
7366,"spread cheese"
7367,"fruit/vegetable juice"
7371,"margarine"
7372,"rolls/buns"
7373,"long life bakery product"
7377,"curd"
7378,"cereals"
7380,"soda"
7383,"hygiene articles"
7386,"domestic eggs"
7389,"cling film/bags"
7391,"pasta"
7392,"canned beer"
7393,"mayonnaise"
7402,"pet care"
7403,"rolls/buns"
7404,"fruit/vegetable juice"
7405,"bottled water"
7412,"whipped/sour cream"
7413,"hygiene articles"
7414,"yogurt"
7415,"white bread"
7416,"house keeping products"
7417,"pip fruit"
7418,"dessert"
7419,"processed cheese"
7420,"waffles"
7425,"processed cheese"
7426,"brown bread"
7427,"cookware"
7428,"whole milk"
7429,"rolls/buns"
7434,"rolls/buns"
7435,"long life bakery product"
7437,"whole milk"
7439,"soda"
7441,"whipped/sour cream"
7444,"whipped/sour cream"
7445,"shopping bags"
7447,"waffles"
7449,"newspapers"
7450,"margarine"
7453,"specialty fat"
7454,"napkins"
7458,"whole milk"
7460,"frozen vegetables"
7464,"potted plants"
7466,"root vegetables"
7469,"rolls/buns"
7471,"curd"
7473,"root vegetables"
7474,"mustard"
7476,"kitchen towels"
7477,"bottled beer"
7478,"domestic eggs"
7481,"flower (seeds)"
7482,"yogurt"
7486,"frozen vegetables"
7488,"cream cheese"
7489,"napkins"
7493,"bathroom cleaner"
7494,"frozen potato products"
7503,"brown bread"
7504,"newspapers"
7506,"specialty cheese"
7507,"napkins"
7512,"butter"
7513,"domestic eggs"
7518,"cat food"
7520,"chocolate"
7523,"liquor"
7529,"canned fish"
7531,"soups"
7533,"frozen meals"
7534,"cake bar"
7536,"softener"
7539,"red/blush wine"
7543,"napkins"
7545,"UHT-milk"
7549,"baking powder"
7551,"whole milk"
7552,"hard cheese"
7553,"soda"
7558,"canned fish"
7561,"newspapers"
7562,"whole milk"
7564,"salt"
7566,"frozen fish"
7567,"dishes"
7568,"waffles"
7579,"rolls/buns"
7581,"skin care"
7584,"dessert"
7585,"chocolate marshmallow"
7589,"dessert"
7593,"rolls/buns"
7602,"red/blush wine"
7604,"misc. beverages"
7605,"newspapers"
7610,"sliced cheese"
7611,"soda"
7617,"frozen meals"
7620,"dessert"
7621,"sauces"
7622,"shopping bags"
7623,"whole milk"
7628,"specialty chocolate"
7630,"pastry"
7632,"pastry"
7633,"pastry"
7635,"rolls/buns"
7638,"cream"
7639,"canned beer"
7641,"rolls/buns"
7643,"rolls/buns"
7644,"photo/film"
7647,"coffee"
7649,"male cosmetics"
7651,"yogurt"
7653,"rolls/buns"
7654,"sweet spreads"
7655,"long life bakery product"
7660,"shopping bags"
7663,"condensed milk"
7668,"root vegetables"
7672,"rolls/buns"
7674,"napkins"
7675,"canned beer"
7676,"soda"
7682,"waffles"
7685,"bottled water"
7686,"specialty bar"
7690,"frozen potato products"
7692,"packaged fruit/vegetables"
7695,"fruit/vegetable juice"
7696,"flower (seeds)"
7699,"cat food"
7704,"bottled water"
7708,"newspapers"
7709,"hard cheese"
7710,"chocolate"
7711,"margarine"
7712,"shopping bags"
7715,"cat food"
7717,"whole milk"
7718,"pet care"
7719,"newspapers"
7720,"processed cheese"
7722,"domestic eggs"
7727,"pastry"
7735,"sparkling wine"
7736,"margarine"
7739,"soda"
7743,"bottled water"
7748,"bottled water"
7750,"ketchup"
7752,"ice cream"
7754,"soda"
7764,"brown bread"
7765,"waffles"
7766,"butter milk"
7767,"pickled vegetables"
7769,"bottled water"
7770,"male cosmetics"
7771,"processed cheese"
7774,"brown bread"
7775,"napkins"
7776,"white bread"
7777,"specialty bar"
7781,"prosecco"
7783,"yogurt"
7784,"bottled water"
7789,"white bread"
7793,"napkins"
7795,"canned beer"
7796,"hygiene articles"
7801,"whole milk"
7802,"detergent"
7804,"cat food"
7806,"yogurt"
7807,"soda"
7808,"root vegetables"
7809,"rolls/buns"
7813,"rolls/buns"
7815,"rolls/buns"
7820,"processed cheese"
7823,"rolls/buns"
7824,"newspapers"
7828,"UHT-milk"
7831,"onions"
7832,"UHT-milk"
7833,"canned fish"
7837,"newspapers"
7838,"tropical fruit"
7841,"onions"
7845,"margarine"
7848,"waffles"
7852,"butter milk"
7853,"rolls/buns"
7855,"fruit/vegetable juice"
7857,"yogurt"
7858,"newspapers"
7860,"rolls/buns"
7861,"salty snack"
7868,"onions"
7869,"yogurt"
7870,"fruit/vegetable juice"
7872,"root vegetables"
7874,"frozen vegetables"
7878,"detergent"
7883,"brown bread"
7884,"shopping bags"
7886,"chewing gum"
7889,"rolls/buns"
7894,"canned vegetables"
7898,"liquor"
7901,"pip fruit"
7903,"root vegetables"
7907,"hard cheese"
7909,"chocolate"
7914,"rolls/buns"
7915,"cake bar"
7919,"brown bread"
7928,"rolls/buns"
7932,"bottled beer"
7934,"soft cheese"
7935,"margarine"
7936,"chocolate marshmallow"
7939,"root vegetables"
7942,"white bread"
7943,"waffles"
7946,"bottled water"
7948,"semi-finished bread"
7950,"UHT-milk"
7954,"specialty cheese"
7956,"whipped/sour cream"
7961,"onions"
7962,"chewing gum"
7965,"dessert"
7967,"fruit/vegetable juice"
7969,"soda"
7975,"whole milk"
7976,"flour"
7978,"domestic eggs"
7980,"domestic eggs"
7982,"whole milk"
7987,"bottled beer"
7991,"cream cheese"
7992,"coffee"
7994,"chewing gum"
8001,"seasonal products"
8004,"tidbits"
8005,"pickled vegetables"
8009,"roll products"
8011,"yogurt"
8012,"potato products"
8013,"house keeping products"
